employee_id,fullname,nip,company_name,area_name,position_name,department_name,division_name,directorate_name,grade_name,education_name,major_name,years_of_service_months,2021,2022,2023,2024,2025,CEX2021,CEX2022,CEX2023,CEX2024,CEX2025,CSI2021,CSI2022,CSI2023,CSI2024,CSI2025,FTC2021,FTC2022,FTC2023,FTC2024,FTC2025,GDR2021,GDR2022,GDR2023,GDR2024,GDR2025,IDS2021,IDS2022,IDS2023,IDS2024,IDS2025,LIE2021,LIE2022,LIE2023,LIE2024,LIE2025,QDD2021,QDD2022,QDD2023,QDD2024,QDD2025,SEA2021,SEA2022,SEA2023,SEA2024,SEA2025,STO2021,STO2022,STO2023,STO2024,STO2025,VCU2021,VCU2022,VCU2023,VCU2024,VCU2025,pauli,faxtor,disc,disc_word,mbti,iq,gtq,tiki,Papi_A,Papi_B,Papi_C,Papi_D,Papi_E,Papi_F,Papi_G,Papi_I,Papi_K,Papi_L,Papi_N,Papi_O,Papi_P,Papi_R,Papi_S,Papi_T,Papi_V,Papi_W,Papi_X,Papi_Z,Rank1,Rank2,Rank3,Rank4,Rank5,Rank6,Rank7,Rank8,Rank9,Rank10,Rank11,Rank12,Rank13,Rank14
EMP100080,Andi Mahardika Handayani,274945,PT VASKA Wellness,Distribution,Data Analyst,IT,Product Dev,Technology,IV,SMA,Design,43,4.0,4.0,2.0,5.0,3.0,5.0,5.0,2.0,4.0,3.0,6.0,4.0,2.0,5.0,3.0,99.0,4.0,2.0,5.0,3.0,4.0,4.0,3.0,5.0,2.0,4.0,,1.0,5.0,4.0,3.0,4.0,1.0,5.0,,4.0,3.0,1.0,5.0,3.0,,4.0,2.0,4.0,3.0,4.0,4.0,2.0,5.0,3.0,4.0,5.0,1.0,4.0,3.0,55,29,DC,Dominant-Conscientious,ENFJ,87.0,36.0,8,1.0,1.0,7.0,3.0,7.0,4.0,6.0,6.0,8.0,7.0,,5.0,3.0,1.0,3.0,4.0,6.0,3.0,4.0,6.0,Context,Maximizer,Positivity,Achiever,,,Includer,Futuristic,Self-Assurance,Activator,Strategic,Harmony,Belief,Input
EMP100081,Ari Yulianto,447230,PT Aurora Beauty Indonesia,Store,Supply Planner,Finance,Product Dev,Technology,V,S2,Economics,85,4.0,,2.0,4.0,4.0,4.0,4.0,2.0,5.0,5.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,,1.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,5.0,3.0,2.0,4.0,5.0,5.0,2.0,2.0,,4.0,3.0,3.0,1.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,5.0,49,31,CS,Conscientious-Steadiness,ENFP,138.0,23.0,7,9.0,2.0,3.0,,6.0,2.0,6.0,2.0,2.0,2.0,3.0,1.0,4.0,6.0,2.0,6.0,1.0,1.0,8.0,6.0,Empathy,Learner,Intellection,Activator,Arranger,Command,Ideation,Consistency,Belief,Input,Analytical,,Communication,Developer
EMP100082,Budi Dharma Lukman,247239,PT Lumo Cosmetics Asia,Store,Brand Executive,IT,Operations,Technology,V,SMA,Business,63,3.0,2.0,3.0,2.0,4.0,3.0,1.0,3.0,2.0,3.0,4.0,,3.0,2.0,4.0,4.0,1.0,2.0,,4.0,4.0,2.0,2.0,1.0,3.0,3.0,1.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,1.0,3.0,2.0,,2.0,1.0,4.0,2.0,5.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,4.0,94,39,,Conscientious-Steadiness,INTP,133.0,27.0,6,5.0,5.0,4.0,5.0,1.0,,2.0,7.0,8.0,1.0,1.0,3.0,1.0,,2.0,3.0,1.0,9.0,1.0,4.0,Command,Ideation,Connectedness,Significance,Empathy,Developer,Arranger,Activator,,Belief,Futuristic,Intellection,Restorative,Self-Assurance
EMP100083,Rizka Erlangga Subekti,286153,PT Aurora Beauty Indonesia,Plant,Supply Planner,R&D,Digital Marketing,Technology,IV,SMA,Business,19,,5.0,3.0,3.0,,,5.0,3.0,3.0,4.0,,5.0,3.0,4.0,,,,2.0,4.0,4.0,,4.0,3.0,2.0,4.0,,5.0,3.0,3.0,4.0,,5.0,3.0,,4.0,,,3.0,4.0,,,4.0,3.0,3.0,5.0,,5.0,3.0,3.0,5.0,,5.0,3.0,3.0,4.0,50,81,CD,Conscientious-Dominant,ENTJ,99.0,30.0,2,,5.0,7.0,8.0,2.0,,8.0,3.0,2.0,9.0,4.0,7.0,5.0,3.0,,4.0,4.0,9.0,8.0,6.0,Communication,,Restorative,Futuristic,Intellection,Maximizer,Empathy,,Positivity,,Strategic,Command,Ideation,Self-Assurance
EMP100084,Dian Rachman Handayani,735572,PT Aurora Beauty Indonesia,Plant,Supply Planner,HR,Digital Marketing,Technology,IV,D3,Design,16,,3.0,4.0,3.0,4.0,,3.0,5.0,4.0,5.0,,3.0,5.0,3.0,5.0,,3.0,5.0,3.0,4.0,,3.0,,2.0,5.0,,,4.0,,3.0,,2.0,3.0,3.0,4.0,,3.0,3.0,,4.0,,3.0,4.0,3.0,4.0,99.0,4.0,3.0,3.0,3.0,,3.0,5.0,3.0,4.0,56,48,SD,Steadiness-Dominant,,118.0,36.0,5,3.0,5.0,1.0,7.0,8.0,4.0,3.0,4.0,6.0,9.0,8.0,1.0,9.0,8.0,7.0,,8.0,1.0,3.0,7.0,Ideation,Input,Focus,Maximizer,Restorative,Adaptability,Woo,Developer,Learner,Activator,Strategic,Consistency,Individualization,Arranger
EMP100085,Ahmad Rohman,540638,PT VASKA Wellness,Store,Data Analyst,IT,Sales,HR & Corp Affairs,V,S1,Business,22,,3.0,4.0,1.0,4.0,,2.0,5.0,2.0,4.0,,3.0,4.0,1.0,3.0,,3.0,3.0,1.0,3.0,,4.0,6.0,1.0,5.0,,3.0,4.0,,4.0,,3.0,5.0,,4.0,,3.0,3.0,1.0,4.0,,2.0,4.0,1.0,4.0,,3.0,4.0,1.0,4.0,,,3.0,1.0,4.0,86,61,,Conscientious-Steadiness,ENTJ,,26.0,8,6.0,2.0,6.0,3.0,2.0,1.0,4.0,9.0,3.0,7.0,5.0,2.0,6.0,9.0,5.0,4.0,3.0,2.0,4.0,2.0,,Empathy,Connectedness,Positivity,Consistency,Deliberative,Activator,,Learner,Competition,Achiever,Individualization,Relator,Futuristic
EMP100086,Rani Syahputra,503804,PT Lumo Cosmetics Asia,Plant,HRBP,R&D,Talent Management,Commercial,V,S2,Economics,23,,4.0,4.0,3.0,4.0,,5.0,4.0,3.0,4.0,,5.0,5.0,4.0,5.0,,4.0,4.0,4.0,4.0,,5.0,4.0,3.0,4.0,,5.0,3.0,3.0,3.0,,4.0,4.0,3.0,5.0,,4.0,4.0,3.0,4.0,,4.0,4.0,3.0,4.0,,4.0,,4.0,4.0,,3.0,5.0,3.0,4.0,79,76,IC,Influencer-Conscientious,ISTJ,110.0,36.0,3,7.0,6.0,4.0,6.0,7.0,2.0,7.0,4.0,5.0,3.0,1.0,2.0,1.0,1.0,9.0,3.0,7.0,,9.0,3.0,Consistency,Responsibility,Relator,Connectedness,Positivity,Significance,Individualization,Adaptability,Ideation,Includer,Activator,Competition,Harmony,Focus
EMP100087,Rizka Ananda,649357,PT VASKA Wellness,Distribution,Brand Executive,R&D,Operations,HR & Corp Affairs,V,S2,Economics,12,,3.0,4.0,3.0,1.0,,2.0,4.0,3.0,1.0,,4.0,4.0,3.0,2.0,,3.0,4.0,3.0,1.0,,4.0,4.0,3.0,1.0,,3.0,4.0,3.0,1.0,,4.0,5.0,2.0,1.0,,4.0,5.0,4.0,1.0,,3.0,4.0,4.0,1.0,,3.0,4.0,3.0,1.0,,3.0,4.0,3.0,1.0,36,63,DS,Dominant-Steadiness,ENFP,109.0,25.0,2,9.0,6.0,4.0,3.0,6.0,4.0,8.0,7.0,7.0,7.0,2.0,7.0,5.0,7.0,9.0,5.0,9.0,7.0,7.0,,Activator,Responsibility,Learner,Maximizer,,Relator,Connectedness,Context,Individualization,Futuristic,Focus,Consistency,Competition,Developer
EMP100088,Nadia Saputra Mahendra,192144,PT VASKA Wellness,Store,Finance Officer,HR,Sales,Commercial,III,S2,Statistics,38,4.0,2.0,3.0,4.0,2.0,,2.0,4.0,3.0,3.0,4.0,1.0,3.0,,2.0,4.0,2.0,3.0,4.0,2.0,4.0,,4.0,4.0,2.0,4.0,1.0,4.0,3.0,,4.0,3.0,3.0,5.0,2.0,,2.0,3.0,,2.0,4.0,2.0,3.0,3.0,1.0,4.0,,4.0,3.0,,5.0,3.0,3.0,4.0,1.0,29,88,CS,Conscientious-Steadiness,ISFP,83.0,29.0,5,8.0,9.0,5.0,7.0,5.0,4.0,5.0,4.0,1.0,2.0,8.0,3.0,3.0,9.0,1.0,3.0,4.0,8.0,9.0,9.0,Ideation,Relator,Woo,Input,Discipline,,Developer,,,Empathy,Self-Assurance,Activator,Focus,Restorative
EMP100089,Umar Simanjuntak,179520,PT Aurora Beauty Indonesia,HQ,Sales Supervisor,Marketing,Product Dev,Technology,V,S1,Engineering,56,3.0,,,3.0,,3.0,3.0,5.0,3.0,4.0,3.0,3.0,5.0,3.0,2.0,4.0,2.0,5.0,3.0,2.0,4.0,3.0,5.0,3.0,,3.0,3.0,5.0,3.0,,3.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,5.0,,3.0,2.0,3.0,5.0,3.0,3.0,2.0,2.0,5.0,3.0,3.0,97,26,CD,Conscientious-Dominant,,,,10,9.0,8.0,5.0,9.0,3.0,5.0,7.0,6.0,3.0,3.0,2.0,7.0,9.0,9.0,2.0,4.0,2.0,6.0,9.0,2.0,Arranger,Woo,Ideation,Learner,Empathy,Achiever,Strategic,Context,Restorative,Developer,Adaptability,Communication,Discipline,Activator
EMP100090,Maya Pratomo,304860,PT VASKA Wellness,Store,Supply Planner,Operations,Sales,HR & Corp Affairs,IV,S1,Psychology,27,4.0,4.0,2.0,3.0,4.0,5.0,4.0,2.0,,3.0,4.0,4.0,3.0,2.0,3.0,5.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,2.0,,4.0,4.0,5.0,2.0,3.0,5.0,4.0,4.0,2.0,2.0,5.0,4.0,3.0,2.0,3.0,4.0,5.0,4.0,2.0,4.0,5.0,48,96,DS,Dominant-Steadiness,ESTJ,,29.0,1,3.0,3.0,1.0,4.0,2.0,9.0,7.0,1.0,8.0,6.0,,7.0,9.0,5.0,2.0,3.0,3.0,5.0,8.0,1.0,Adaptability,Strategic,Significance,Achiever,Relator,,Belief,Self-Assurance,Discipline,Deliberative,Individualization,Responsibility,Competition,Context
EMP100091,Oka Candra Firmansyah,109937,PT Mandala Distribution Center,Distribution,Finance Officer,IT,Digital Marketing,Commercial,IV,S2,Business,10,,2.0,5.0,3.0,4.0,,3.0,4.0,2.0,4.0,,2.0,5.0,3.0,4.0,,2.0,5.0,3.0,3.0,,2.0,5.0,4.0,4.0,,,5.0,3.0,5.0,,3.0,5.0,3.0,4.0,0.0,2.0,5.0,3.0,,,1.0,5.0,,,,1.0,5.0,4.0,4.0,,2.0,5.0,3.0,4.0,36,83,DS,Dominant-Steadiness,ENFP,102.0,23.0,6,,4.0,4.0,6.0,2.0,7.0,1.0,3.0,6.0,3.0,3.0,4.0,8.0,1.0,7.0,3.0,3.0,9.0,3.0,5.0,Relator,Activator,Deliberative,Learner,Command,Input,Intellection,,Achiever,Discipline,Empathy,Consistency,Developer,Analytical
EMP100092,Ahmad Indrawan,810984,PT VASKA Wellness,Distribution,Data Analyst,Marketing,Digital Marketing,Technology,V,S1,Design,68,3.0,4.0,2.0,4.0,3.0,3.0,4.0,2.0,,,2.0,4.0,,5.0,3.0,2.0,4.0,1.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,,4.0,2.0,2.0,5.0,1.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,5.0,1.0,4.0,3.0,3.0,3.0,2.0,5.0,4.0,3.0,,2.0,4.0,3.0,43,51,IC,Influencer-Conscientious,ENTJ,,,1,3.0,4.0,3.0,7.0,3.0,7.0,5.0,8.0,1.0,7.0,1.0,,6.0,2.0,2.0,,5.0,9.0,6.0,6.0,Analytical,Intellection,Maximizer,Adaptability,Communication,,Consistency,Arranger,Responsibility,Futuristic,Relator,Connectedness,Strategic,Developer
EMP100093,Nadia Lestari Utami,218189,PT Aurora Beauty Indonesia,Distribution,Data Analyst,Operations,Product Dev,Technology,IV,S1,Statistics,57,1.0,5.0,4.0,3.0,2.0,1.0,5.0,4.0,3.0,1.0,,5.0,,3.0,2.0,2.0,5.0,,2.0,1.0,1.0,4.0,5.0,3.0,2.0,1.0,4.0,4.0,3.0,2.0,2.0,5.0,5.0,3.0,1.0,1.0,5.0,,3.0,2.0,,5.0,3.0,3.0,2.0,1.0,5.0,3.0,3.0,,1.0,5.0,4.0,3.0,2.0,71,31,CS,Conscientious-Steadiness,ENTP,93.0,24.0,3,6.0,4.0,,8.0,9.0,7.0,3.0,5.0,1.0,1.0,9.0,8.0,1.0,8.0,9.0,8.0,3.0,3.0,2.0,8.0,Harmony,Discipline,Learner,Achiever,Individualization,,,Includer,Activator,Competition,,Focus,Ideation,Significance
EMP100094,Nadia Utama Yulianto,838236,PT Mandala Distribution Center,Distribution,Brand Executive,IT,Product Dev,Technology,III,S1,Engineering,33,1.0,2.0,4.0,3.0,4.0,1.0,2.0,3.0,3.0,4.0,1.0,2.0,4.0,2.0,,1.0,2.0,5.0,3.0,4.0,1.0,2.0,4.0,3.0,3.0,1.0,3.0,4.0,3.0,4.0,1.0,2.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,4.0,1.0,,3.0,3.0,4.0,6.0,2.0,4.0,3.0,4.0,2.0,2.0,4.0,2.0,4.0,24,50,SD,Steadiness-Dominant,INFJ,95.0,16.0,6,2.0,7.0,6.0,4.0,9.0,1.0,8.0,7.0,6.0,5.0,2.0,6.0,9.0,3.0,9.0,6.0,6.0,3.0,2.0,,Intellection,Focus,Input,Ideation,Communication,Woo,Consistency,Activator,Arranger,Developer,Self-Assurance,Strategic,Learner,Relator
EMP100095,Fitri Pamungkas,186709,PT VASKA Wellness,Store,Finance Officer,Marketing,Talent Management,HR & Corp Affairs,IV,S2,Psychology,41,2.0,2.0,4.0,,3.0,2.0,2.0,4.0,5.0,2.0,2.0,3.0,4.0,5.0,2.0,2.0,2.0,4.0,5.0,4.0,2.0,2.0,3.0,5.0,3.0,,3.0,3.0,5.0,4.0,2.0,2.0,,5.0,4.0,1.0,2.0,4.0,5.0,4.0,2.0,2.0,4.0,0.0,4.0,2.0,2.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,2.0,66,40,SC,Steadiness-Conscientious,ISFJ,,,5,1.0,7.0,3.0,1.0,4.0,8.0,5.0,6.0,8.0,4.0,2.0,7.0,3.0,7.0,9.0,2.0,9.0,,5.0,7.0,Positivity,Achiever,Ideation,Arranger,Includer,Intellection,Strategic,Significance,Analytical,Focus,Maximizer,Developer,,Belief
EMP100096,Rama Dharma Wibowo,349891,PT Mandala Distribution Center,Plant,Data Analyst,R&D,Operations,Commercial,IV,S2,Engineering,77,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,,3.0,3.0,2.0,3.0,2.0,3.0,2.0,,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,,1.0,42,78,SI,Steadiness-Influencer,ENTJ,,20.0,7,5.0,,6.0,2.0,2.0,9.0,3.0,5.0,1.0,7.0,7.0,2.0,7.0,4.0,2.0,1.0,4.0,5.0,9.0,9.0,Restorative,Focus,Consistency,Connectedness,Learner,Belief,Arranger,Ideation,Relator,Empathy,Woo,Context,Command,Achiever
EMP100097,Valdo Subekti,922054,PT Aurora Beauty Indonesia,Distribution,Supply Planner,HR,Digital Marketing,Technology,III,S1,Economics,64,0.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,,4.0,5.0,3.0,3.0,4.0,6.0,5.0,3.0,,2.0,4.0,5.0,3.0,,3.0,4.0,5.0,,3.0,3.0,5.0,5.0,4.0,,3.0,4.0,5.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,4.0,5.0,2.0,3.0,4.0,5.0,4.0,,3.0,44,76,DC,Dominant-Conscientious,INFJ,,32.0,2,4.0,2.0,8.0,3.0,6.0,2.0,5.0,2.0,7.0,9.0,8.0,6.0,7.0,4.0,1.0,,9.0,9.0,4.0,4.0,Input,Analytical,Belief,Command,Discipline,Context,Deliberative,Maximizer,Includer,Consistency,Individualization,Achiever,Competition,Futuristic
EMP100098,Indra Hidayat,843650,PT Lumo Cosmetics Asia,Store,Finance Officer,IT,Digital Marketing,Commercial,V,S1,Business,57,4.0,4.0,3.0,5.0,3.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,2.0,5.0,4.0,5.0,5.0,3.0,,3.0,4.0,4.0,4.0,5.0,,3.0,4.0,3.0,5.0,2.0,4.0,4.0,,5.0,3.0,,4.0,2.0,5.0,4.0,4.0,4.0,2.0,,3.0,4.0,4.0,,5.0,3.0,,,3.0,5.0,2.0,37,32,ID,Influencer-Dominant,ENTJ,128.0,17.0,9,,8.0,7.0,7.0,6.0,,7.0,4.0,6.0,4.0,2.0,8.0,7.0,7.0,3.0,6.0,5.0,1.0,1.0,9.0,Self-Assurance,Maximizer,Developer,Consistency,Deliberative,Arranger,Strategic,Connectedness,Focus,Learner,Discipline,Relator,Restorative,Achiever
EMP100099,Tania Suharto,635643,PT Lumo Cosmetics Asia,Store,HRBP,Marketing,Operations,HR & Corp Affairs,III,S1,Statistics,46,2.0,4.0,2.0,3.0,3.0,,4.0,1.0,3.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,2.0,5.0,2.0,3.0,3.0,2.0,,3.0,3.0,3.0,2.0,4.0,,4.0,3.0,2.0,4.0,2.0,4.0,2.0,1.0,4.0,3.0,3.0,4.0,,4.0,2.0,,2.0,,5.0,2.0,3.0,4.0,52,80,SC,Steadiness-Conscientious,ESTJ,,,7,7.0,4.0,5.0,,3.0,,4.0,,4.0,,5.0,2.0,9.0,9.0,,7.0,8.0,,1.0,1.0,Developer,Responsibility,Belief,Harmony,Futuristic,Focus,,Achiever,Adaptability,Significance,Woo,,Context,Deliberative
EMP100100,Intan Rachman Suharto,198295,PT Mandala Distribution Center,Store,Brand Executive,Marketing,Digital Marketing,Commercial,IV,D3,Design,55,4.0,3.0,4.0,4.0,1.0,4.0,2.0,4.0,5.0,1.0,5.0,4.0,,,1.0,4.0,,5.0,3.0,1.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,1.0,3.0,4.0,5.0,5.0,1.0,4.0,,3.0,4.0,,4.0,3.0,4.0,,1.0,3.0,3.0,4.0,4.0,,4.0,3.0,5.0,0.0,2.0,44,56,DC,Dominant-Conscientious,,,,6,2.0,8.0,3.0,6.0,5.0,5.0,3.0,3.0,1.0,9.0,1.0,6.0,5.0,7.0,,3.0,4.0,7.0,5.0,1.0,Relator,Connectedness,Belief,,Command,,Arranger,,Achiever,Self-Assurance,Significance,Deliberative,Positivity,Analytical
EMP100101,Yoga Pratomo,264764,PT Lumo Cosmetics Asia,Distribution,HRBP,Finance,Digital Marketing,HR & Corp Affairs,V,SMA,Psychology,51,4.0,3.0,5.0,4.0,4.0,5.0,3.0,5.0,3.0,3.0,,4.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0,,4.0,4.0,4.0,4.0,,5.0,,4.0,4.0,4.0,5.0,4.0,,,3.0,4.0,4.0,4.0,5.0,,5.0,3.0,5.0,3.0,2.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,35,97,IC,Influencer-Conscientious,ESTJ,81.0,26.0,2,4.0,4.0,9.0,,4.0,6.0,,,1.0,,2.0,5.0,7.0,4.0,5.0,7.0,7.0,2.0,4.0,4.0,Belief,Intellection,Includer,Responsibility,Arranger,Woo,,Empathy,Activator,Achiever,Ideation,Maximizer,,Individualization
EMP100102,Dinda Permadi,342888,PT Aurora Beauty Indonesia,HQ,Finance Officer,R&D,Digital Marketing,Technology,III,S2,Economics,22,,3.0,4.0,3.0,,,2.0,4.0,3.0,2.0,,3.0,5.0,3.0,3.0,,2.0,4.0,3.0,2.0,,3.0,4.0,3.0,2.0,,2.0,4.0,4.0,2.0,,3.0,4.0,3.0,1.0,,,3.0,2.0,2.0,,4.0,4.0,3.0,1.0,,2.0,4.0,3.0,3.0,,3.0,3.0,2.0,2.0,47,89,SI,Steadiness-Influencer,INTJ,111.0,19.0,5,5.0,7.0,9.0,9.0,1.0,4.0,5.0,6.0,4.0,1.0,6.0,9.0,5.0,9.0,2.0,5.0,3.0,,,4.0,Futuristic,Intellection,Discipline,,Woo,Strategic,Ideation,Connectedness,Context,Restorative,Empathy,Responsibility,Significance,Achiever
EMP100103,Ayu Ginting,310700,PT Mandala Distribution Center,Distribution,Data Analyst,IT,Digital Marketing,Technology,IV,D3,Business,32,4.0,3.0,4.0,2.0,5.0,3.0,3.0,4.0,1.0,,3.0,3.0,4.0,3.0,5.0,5.0,3.0,4.0,2.0,5.0,4.0,3.0,5.0,3.0,5.0,4.0,2.0,3.0,1.0,5.0,4.0,,5.0,3.0,5.0,5.0,2.0,4.0,2.0,5.0,5.0,2.0,5.0,2.0,5.0,4.0,,4.0,2.0,5.0,4.0,2.0,,2.0,5.0,62,73,,Influencer-Steadiness,ESTJ,105.0,26.0,2,7.0,7.0,,,9.0,4.0,2.0,7.0,3.0,5.0,3.0,7.0,8.0,3.0,8.0,2.0,4.0,2.0,5.0,6.0,Significance,Self-Assurance,Arranger,Ideation,Discipline,Context,Responsibility,Deliberative,,Connectedness,Individualization,Futuristic,Focus,Maximizer
EMP100104,Budi Pratama,642860,PT Mandala Distribution Center,Store,HRBP,IT,Product Dev,HR & Corp Affairs,III,SMA,Statistics,81,5.0,4.0,4.0,4.0,1.0,5.0,3.0,4.0,4.0,1.0,5.0,3.0,4.0,4.0,1.0,5.0,4.0,4.0,4.0,,,4.0,4.0,4.0,1.0,5.0,4.0,4.0,5.0,1.0,5.0,4.0,5.0,5.0,1.0,5.0,,4.0,4.0,1.0,5.0,3.0,4.0,4.0,2.0,5.0,3.0,4.0,4.0,1.0,5.0,4.0,4.0,4.0,1.0,80,37,DC,Dominant-Conscientious,ISTP,102.0,23.0,9,9.0,5.0,1.0,2.0,9.0,9.0,9.0,9.0,6.0,4.0,,5.0,9.0,2.0,2.0,9.0,3.0,1.0,1.0,9.0,Harmony,,Self-Assurance,Learner,,Deliberative,Developer,Belief,Focus,Activator,Individualization,Woo,Context,
EMP100105,Maya Yulianto,653381,PT VASKA Wellness,Distribution,Brand Executive,Marketing,Sales,HR & Corp Affairs,III,SMA,Business,16,,4.0,3.0,5.0,1.0,,3.0,3.0,5.0,2.0,,5.0,3.0,5.0,1.0,,3.0,2.0,5.0,,,3.0,4.0,4.0,1.0,,4.0,2.0,5.0,,,4.0,2.0,5.0,,,4.0,2.0,5.0,2.0,,4.0,3.0,5.0,1.0,,4.0,,5.0,1.0,,3.0,,5.0,,50,45,SC,Steadiness-Conscientious,ENFJ,,,7,9.0,1.0,3.0,1.0,,,9.0,5.0,7.0,9.0,5.0,3.0,7.0,9.0,4.0,7.0,5.0,8.0,9.0,3.0,Adaptability,Context,Includer,Restorative,Achiever,Arranger,,Developer,Maximizer,Responsibility,Harmony,Activator,Significance,Communication
EMP100106,Valdo Wijaya Wijaya,335938,PT Lumo Cosmetics Asia,Plant,Brand Executive,R&D,Talent Management,Technology,V,SMA,Business,64,4.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,5.0,3.0,,3.0,1.0,4.0,2.0,3.0,3.0,1.0,4.0,3.0,3.0,4.0,1.0,4.0,4.0,2.0,2.0,1.0,5.0,3.0,2.0,3.0,2.0,5.0,3.0,3.0,2.0,1.0,4.0,2.0,4.0,3.0,1.0,4.0,3.0,3.0,4.0,1.0,,3.0,3.0,3.0,1.0,72,49,CD,Conscientious-Dominant,ENFJ,102.0,29.0,4,1.0,3.0,9.0,3.0,8.0,2.0,3.0,4.0,3.0,5.0,6.0,5.0,2.0,4.0,9.0,4.0,6.0,5.0,6.0,7.0,Context,Includer,Learner,Empathy,Belief,Harmony,Activator,Connectedness,Adaptability,Communication,Analytical,Focus,Futuristic,Strategic
EMP100107,Dian Fauziah,273235,PT Mandala Distribution Center,HQ,HRBP,Operations,Product Dev,Commercial,IV,SMA,Engineering,45,4.0,3.0,2.0,3.0,,4.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,5.0,4.0,2.0,3.0,2.0,4.0,3.0,2.0,4.0,4.0,0.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,28,59,CI,Conscientious-Influencer,ISFP,104.0,41.0,9,1.0,5.0,3.0,9.0,1.0,5.0,9.0,9.0,8.0,3.0,3.0,4.0,6.0,7.0,8.0,,5.0,3.0,2.0,9.0,Developer,,Discipline,Context,Responsibility,Maximizer,Input,Adaptability,Futuristic,Focus,Strategic,Arranger,,Achiever
EMP100108,Dinda Erlangga Handayani,455098,PT Mandala Distribution Center,HQ,Finance Officer,IT,Talent Management,Technology,IV,S1,Statistics,58,3.0,3.0,5.0,3.0,4.0,2.0,3.0,5.0,3.0,4.0,4.0,2.0,4.0,2.0,4.0,3.0,,5.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,4.0,,,,4.0,3.0,2.0,5.0,3.0,5.0,2.0,,,3.0,4.0,4.0,3.0,5.0,2.0,3.0,2.0,2.0,5.0,3.0,4.0,,4.0,5.0,3.0,4.0,73,70,DC,Dominant-Conscientious,ISTP,129.0,27.0,5,6.0,5.0,7.0,1.0,5.0,,4.0,9.0,,,8.0,4.0,9.0,2.0,8.0,3.0,,,7.0,9.0,Intellection,Communication,Learner,,Significance,Self-Assurance,Individualization,Strategic,Positivity,Analytical,,Command,Focus,Context
EMP100109,Dinda Wibowo,127614,PT Lumo Cosmetics Asia,Distribution,Data Analyst,IT,Sales,Technology,V,SMA,Engineering,55,,3.0,3.0,5.0,1.0,3.0,4.0,2.0,4.0,1.0,3.0,4.0,3.0,5.0,2.0,4.0,3.0,2.0,5.0,1.0,4.0,2.0,3.0,5.0,2.0,4.0,2.0,2.0,5.0,1.0,4.0,4.0,4.0,5.0,1.0,,3.0,2.0,,2.0,,2.0,4.0,,,4.0,4.0,,5.0,1.0,,6.0,3.0,5.0,1.0,90,96,DC,Dominant-Conscientious,ESFP,91.0,16.0,4,9.0,4.0,1.0,3.0,9.0,9.0,6.0,7.0,,8.0,6.0,,3.0,8.0,1.0,5.0,2.0,8.0,8.0,3.0,Woo,Empathy,Developer,,Futuristic,Command,Arranger,Achiever,Deliberative,Self-Assurance,Significance,,Activator,Relator
